,Music,Slow songs or fast songs,Movies,History,Psychology,Politics,Mathematics,Science and technology,Reading,Foreign languages,Religion,Passive sport,Active sport,Fun with friends,Smoking,Alcohol,Writing notes,Thinking ahead,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Empathy,Compassion to animals,God,Number of friends,Lying,Achievements,Happiness in life,Interests or hobbies,Finances,Age,Number of siblings,Education,Village - town
91,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,never smoked,social drinker,5.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,1.0,5.0,3,sometimes,3.0,5.0,4.0,5.0,18.0,4.0,secondary school,village
92,5.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,never smoked,social drinker,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,4,sometimes,5.0,4.0,5.0,4.0,19.0,0.0,college/bachelor degree,city
93,5.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,1.0,2.0,1.0,4.0,4.0,5.0,current smoker,drink a lot,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,5,never,2.0,5.0,5.0,4.0,24.0,2.0,masters degree,village
94,5.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,tried smoking,social drinker,1.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,1.0,2,sometimes,2.0,3.0,2.0,3.0,21.0,1.0,secondary school,city
95,5.0,3.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,tried smoking,drink a lot,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4,only to avoid hurting someone,3.0,4.0,3.0,1.0,21.0,1.0,college/bachelor degree,city
96,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,former smoker,drink a lot,1.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,3,sometimes,2.0,4.0,1.0,1.0,19.0,1.0,college/bachelor degree,city
97,5.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,tried smoking,drink a lot,1.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,2,sometimes,4.0,3.0,5.0,2.0,19.0,1.0,primary school,village
98,3.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,former smoker,drink a lot,2.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4,never,2.0,3.0,5.0,3.0,22.0,1.0,secondary school,village
99,5.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,never smoked,social drinker,5.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,2,only to avoid hurting someone,4.0,4.0,2.0,4.0,18.0,1.0,secondary school,city
100,5.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,tried smoking,drink a lot,5.0,4.0,5.0,1.0,5.0,4.0,1.0,5.0,3.0,5.0,5,only to avoid hurting someone,5.0,5.0,3.0,4.0,21.0,1.0,secondary school,city
101,5.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,1.0,5.0,tried smoking,social drinker,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4,sometimes,4.0,4.0,3.0,2.0,18.0,1.0,secondary school,village
102,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,2.0,1.0,5.0,5.0,tried smoking,social drinker,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3,only to avoid hurting someone,2.0,3.0,3.0,3.0,20.0,0.0,secondary school,city
103,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,tried smoking,drink a lot,1.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,2,sometimes,4.0,5.0,4.0,4.0,22.0,0.0,secondary school,city
104,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,tried smoking,drink a lot,2.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,3,everytime it suits me,1.0,5.0,3.0,2.0,21.0,1.0,secondary school,village
105,5.0,5.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,never smoked,social drinker,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2,sometimes,4.0,3.0,3.0,4.0,24.0,1.0,college/bachelor degree,village
106,5.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,former smoker,social drinker,5.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,4,only to avoid hurting someone,3.0,4.0,4.0,4.0,19.0,1.0,secondary school,city
107,5.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,2.0,5.0,5.0,tried smoking,social drinker,3.0,3.0,2.0,1.0,5.0,5.0,2.0,3.0,5.0,5.0,5,only to avoid hurting someone,1.0,5.0,5.0,1.0,18.0,1.0,secondary school,city
108,4.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,never smoked,social drinker,3.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,1,sometimes,4.0,2.0,1.0,1.0,17.0,1.0,primary school,city
109,5.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,tried smoking,drink a lot,1.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3,everytime it suits me,4.0,3.0,2.0,4.0,18.0,0.0,secondary school,city
110,5.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,former smoker,drink a lot,2.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,3,sometimes,3.0,4.0,3.0,4.0,21.0,1.0,college/bachelor degree,city
111,5.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,3.0,5.0,tried smoking,social drinker,3.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5,everytime it suits me,2.0,2.0,3.0,2.0,22.0,1.0,college/bachelor degree,village
112,5.0,3.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,never smoked,social drinker,5.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,3,sometimes,3.0,3.0,4.0,4.0,20.0,1.0,secondary school,city
113,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,,4.0,former smoker,social drinker,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,3,only to avoid hurting someone,2.0,4.0,3.0,2.0,21.0,1.0,college/bachelor degree,village
114,5.0,3.0,5.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,former smoker,drink a lot,5.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,1.0,4,only to avoid hurting someone,2.0,4.0,4.0,4.0,19.0,1.0,secondary school,city
115,5.0,4.0,5.0,2.0,5.0,3.0,1.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,tried smoking,social drinker,3.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3,sometimes,3.0,4.0,3.0,3.0,17.0,0.0,secondary school,city
116,5.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,former smoker,social drinker,1.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,1,only to avoid hurting someone,3.0,2.0,1.0,3.0,21.0,1.0,college/bachelor degree,city
117,5.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,never smoked,never,3.0,5.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,4.0,1,sometimes,2.0,3.0,2.0,3.0,18.0,3.0,secondary school,village
118,5.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,never smoked,social drinker,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,2,sometimes,3.0,5.0,3.0,4.0,23.0,1.0,college/bachelor degree,city
119,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,tried smoking,social drinker,5.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,2,only to avoid hurting someone,4.0,5.0,1.0,5.0,16.0,1.0,secondary school,village
120,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,5.0,never smoked,drink a lot,1.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,1,everytime it suits me,3.0,4.0,1.0,4.0,23.0,0.0,college/bachelor degree,city
121,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,5.0,current smoker,social drinker,2.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,5.0,4.0,3,sometimes,2.0,4.0,4.0,2.0,21.0,2.0,secondary school,city
122,5.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,5.0,tried smoking,social drinker,4.0,2.0,5.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,3,sometimes,3.0,4.0,3.0,4.0,23.0,0.0,masters degree,city
123,5.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,tried smoking,never,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3,only to avoid hurting someone,3.0,3.0,2.0,4.0,20.0,0.0,secondary school,village
124,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,current smoker,social drinker,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,4,only to avoid hurting someone,3.0,3.0,4.0,3.0,20.0,4.0,secondary school,city
125,5.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,5.0,never smoked,social drinker,5.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,4,sometimes,3.0,4.0,5.0,3.0,20.0,1.0,secondary school,city
126,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,tried smoking,social drinker,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2,only to avoid hurting someone,3.0,3.0,2.0,4.0,20.0,2.0,secondary school,village
127,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,tried smoking,social drinker,1.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3,everytime it suits me,2.0,3.0,4.0,2.0,19.0,1.0,primary school,city
128,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,never smoked,never,3.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,5.0,1,only to avoid hurting someone,3.0,5.0,5.0,5.0,15.0,3.0,primary school,city
129,5.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,never smoked,social drinker,4.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,4,sometimes,3.0,4.0,3.0,3.0,20.0,1.0,secondary school,village
130,4.0,2.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,,,4.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,2.0,4,sometimes,4.0,4.0,4.0,4.0,19.0,1.0,secondary school,village
131,5.0,4.0,5.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,former smoker,social drinker,1.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,3.0,4,sometimes,4.0,4.0,1.0,4.0,18.0,2.0,primary school,village
132,5.0,4.0,5.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,tried smoking,never,2.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,1,sometimes,3.0,2.0,2.0,5.0,15.0,1.0,primary school,village
133,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,tried smoking,social drinker,5.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,5.0,3,never,2.0,3.0,5.0,2.0,20.0,2.0,college/bachelor degree,city
134,5.0,3.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,former smoker,social drinker,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,3,only to avoid hurting someone,3.0,1.0,1.0,1.0,16.0,1.0,secondary school,village
135,5.0,3.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,current smoker,drink a lot,1.0,5.0,4.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,3,sometimes,4.0,3.0,2.0,4.0,18.0,1.0,secondary school,village
136,5.0,3.0,5.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,never smoked,never,1.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,5.0,5.0,3,never,3.0,4.0,4.0,3.0,21.0,1.0,secondary school,village
137,5.0,3.0,2.0,4.0,,3.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,3.0,never smoked,never,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,1,sometimes,1.0,3.0,1.0,4.0,,,primary school,village
138,5.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,never smoked,never,2.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,2.0,5.0,4,sometimes,3.0,4.0,3.0,4.0,20.0,4.0,secondary school,village
139,5.0,4.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,tried smoking,social drinker,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,3,sometimes,5.0,3.0,5.0,2.0,19.0,1.0,college/bachelor degree,village
140,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,4.0,tried smoking,social drinker,4.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0,5.0,5.0,4,sometimes,2.0,4.0,4.0,3.0,19.0,3.0,college/bachelor degree,city
141,3.0,4.0,3.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,3.0,3.0,current smoker,social drinker,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3,only to avoid hurting someone,4.0,3.0,5.0,1.0,19.0,1.0,primary school,city
142,5.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,never smoked,social drinker,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,2,sometimes,1.0,3.0,2.0,2.0,,,primary school,city
143,5.0,4.0,,,4.0,2.0,1.0,,3.0,3.0,1.0,5.0,2.0,5.0,former smoker,social drinker,3.0,5.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,3,everytime it suits me,4.0,3.0,2.0,2.0,20.0,1.0,secondary school,city
144,5.0,2.0,5.0,3.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,4.0,5.0,never smoked,social drinker,4.0,4.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,1.0,1,sometimes,1.0,1.0,1.0,5.0,21.0,1.0,secondary school,city
145,1.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,current smoker,social drinker,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3,everytime it suits me,4.0,4.0,3.0,2.0,19.0,1.0,secondary school,village
146,5.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,tried smoking,never,4.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,3,sometimes,3.0,5.0,3.0,5.0,21.0,1.0,secondary school,city
147,5.0,4.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,2.0,never smoked,social drinker,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,1,sometimes,4.0,4.0,3.0,4.0,18.0,2.0,secondary school,city
148,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,never smoked,social drinker,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,3,only to avoid hurting someone,2.0,4.0,2.0,4.0,20.0,3.0,secondary school,village
149,2.0,3.0,3.0,2.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,,never,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,4.0,2,sometimes,4.0,3.0,3.0,3.0,19.0,5.0,college/bachelor degree,city
150,5.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,tried smoking,never,1.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3,sometimes,2.0,4.0,3.0,3.0,22.0,1.0,secondary school,city
151,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,tried smoking,never,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3,everytime it suits me,4.0,3.0,3.0,4.0,20.0,1.0,secondary school,city
152,5.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,tried smoking,drink a lot,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5,sometimes,2.0,5.0,5.0,2.0,25.0,2.0,college/bachelor degree,city
153,2.0,5.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,tried smoking,social drinker,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,3,everytime it suits me,2.0,4.0,3.0,3.0,21.0,0.0,college/bachelor degree,city
154,5.0,3.0,4.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,former smoker,drink a lot,4.0,5.0,5.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,3,only to avoid hurting someone,4.0,5.0,5.0,4.0,24.0,1.0,college/bachelor degree,city
155,5.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,tried smoking,social drinker,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1,everytime it suits me,1.0,2.0,4.0,5.0,19.0,1.0,secondary school,city
156,5.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,4.0,never smoked,drink a lot,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,3,everytime it suits me,4.0,2.0,4.0,4.0,25.0,1.0,doctorate degree,city
157,5.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,5.0,former smoker,social drinker,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5,sometimes,3.0,4.0,3.0,4.0,26.0,2.0,masters degree,village
158,5.0,3.0,5.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,tried smoking,never,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,2,sometimes,3.0,3.0,5.0,2.0,15.0,2.0,currently a primary school pupil,village
159,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,tried smoking,social drinker,5.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,3.0,5.0,4,sometimes,2.0,3.0,3.0,3.0,20.0,1.0,secondary school,city
160,5.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,1.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,3,sometimes,3.0,2.0,5.0,3.0,19.0,1.0,secondary school,city
161,5.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,2.0,5.0,current smoker,social drinker,4.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,3,everytime it suits me,3.0,2.0,2.0,3.0,20.0,2.0,secondary school,city
162,4.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,5.0,3.0,tried smoking,social drinker,4.0,5.0,5.0,3.0,4.0,1.0,1.0,5.0,4.0,5.0,3,sometimes,2.0,3.0,4.0,4.0,21.0,0.0,college/bachelor degree,city
163,5.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,current smoker,social drinker,1.0,5.0,3.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,1,sometimes,3.0,2.0,2.0,3.0,22.0,1.0,secondary school,city
164,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,current smoker,social drinker,1.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,2.0,4,everytime it suits me,4.0,4.0,5.0,2.0,20.0,1.0,secondary school,village
165,5.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,tried smoking,social drinker,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,4,everytime it suits me,2.0,4.0,3.0,3.0,20.0,1.0,college/bachelor degree,city
166,5.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,4.0,former smoker,drink a lot,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3,sometimes,4.0,4.0,4.0,5.0,21.0,1.0,secondary school,city
167,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,current smoker,drink a lot,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,1,sometimes,2.0,1.0,2.0,4.0,21.0,1.0,primary school,village
168,5.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,tried smoking,social drinker,1.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,1.0,3,everytime it suits me,4.0,2.0,1.0,3.0,20.0,0.0,secondary school,city
169,5.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,current smoker,social drinker,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,3,sometimes,1.0,2.0,4.0,5.0,19.0,2.0,secondary school,village
170,4.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,never smoked,drink a lot,5.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,4,sometimes,5.0,4.0,4.0,5.0,19.0,1.0,secondary school,city
171,5.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,tried smoking,social drinker,1.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,3,everytime it suits me,4.0,2.0,1.0,3.0,20.0,0.0,secondary school,city
172,5.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,tried smoking,social drinker,3.0,5.0,5.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1,sometimes,4.0,3.0,2.0,4.0,22.0,1.0,secondary school,village
173,5.0,3.0,5.0,3.0,2.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,never smoked,social drinker,2.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,5.0,2.0,2,never,4.0,3.0,5.0,3.0,21.0,1.0,secondary school,city
174,5.0,2.0,5.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,5.0,5.0,,4.0,former smoker,social drinker,3.0,1.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,3,sometimes,3.0,3.0,3.0,3.0,26.0,0.0,secondary school,city
175,5.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,never smoked,never,5.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,4.0,1.0,1,sometimes,3.0,3.0,5.0,5.0,17.0,2.0,primary school,city
176,5.0,3.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,5.0,4.0,former smoker,social drinker,2.0,2.0,4.0,1.0,5.0,4.0,1.0,4.0,1.0,2.0,3,only to avoid hurting someone,2.0,4.0,5.0,4.0,22.0,2.0,college/bachelor degree,village
177,5.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,tried smoking,never,5.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3,sometimes,2.0,3.0,3.0,3.0,26.0,2.0,masters degree,city
178,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,3.0,tried smoking,social drinker,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3,sometimes,3.0,3.0,3.0,4.0,20.0,1.0,masters degree,city
179,4.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,tried smoking,never,2.0,5.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,1,sometimes,1.0,3.0,5.0,5.0,22.0,1.0,secondary school,city
180,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,5.0,current smoker,social drinker,3.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,3,everytime it suits me,3.0,4.0,2.0,4.0,21.0,0.0,secondary school,city
181,5.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,never smoked,social drinker,4.0,3.0,4.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,4,sometimes,1.0,4.0,5.0,3.0,23.0,0.0,secondary school,city
182,5.0,3.0,5.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,tried smoking,social drinker,5.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,3,sometimes,3.0,4.0,3.0,2.0,19.0,0.0,secondary school,city
183,5.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,tried smoking,drink a lot,5.0,5.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,1.0,5,sometimes,3.0,5.0,4.0,4.0,20.0,1.0,college/bachelor degree,city
